Date,Price,Monthly Return
2021-11-30,500.0,
2021-12-31,500.0,0.0
2022-01-31,500.0,0.0
2022-02-28,500.0,0.0
2022-03-31,500.0,0.0
2022-04-30,500.0,0.0
2022-05-31,500.0,0.0
2022-06-30,500.0,0.0
2022-07-31,500.0,0.0
2022-08-31,500.0,0.0
2022-09-30,500.0,0.0
2022-10-31,500.0,0.0
2022-11-30,499.928,-0.000144000000000033
2022-12-31,500.0,0.00014402073898645007
2023-01-31,500.0,0.0
2023-02-28,500.0,0.0
2023-03-31,500.0,0.0
2023-04-30,500.0,0.0
2023-05-31,500.0,0.0
2023-06-30,500.0,0.0
2023-07-31,500.0,0.0
2023-08-31,500.0,0.0
2023-09-30,500.0,0.0
2023-10-31,500.0,0.0
2023-11-30,500.0,0.0
2023-12-31,500.0,0.0
2024-01-31,500.0,0.0
2024-02-29,500.0,0.0
2024-03-31,500.0,0.0
2024-04-30,500.0,0.0
2024-05-31,500.0,0.0
2024-06-30,500.0,0.0
2024-07-31,508.176,0.016351999999999922
2024-08-31,516.426,0.01623453291772936
2024-09-30,524.49,0.015615015510450636
2024-10-31,533.053,0.01632633605979139
2024-11-30,539.753,0.012569106636675986
2024-12-31,545.884,0.011358899348405505
2025-01-31,550.946,0.009273032365850531
2025-02-28,551.586,0.0011616383456818369
